,2016,2015,2014,2013,2012,2011,2010,2009,2008,2021,2020,2019,2018,2017,2022,1996,2007,2006,2005,2004,2003,2002,2001,1998,1997,2000,1999,1995
1437491,https://www.sec.gov/Archives/edgar/data/1437491/000101376216001343/0001013762-16-001343-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000101376215000265/0001013762-15-000265-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000101376214000311/0001013762-14-000311-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000101376213000445/0001013762-13-000445-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000101376212000618/0001013762-12-000618-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000101376211000727/0001013762-11-000727-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000101376210000694/0001013762-10-000694-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000112785509000253/0001127855-09-000253-index.htm,,https://www.sec.gov/Archives/edgar/data/1437491/000121390021034916/0001213900-21-034916-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000121390020016180/0001213900-20-016180-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000121390019016343/0001213900-19-016343-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000121390018008366/0001213900-18-008366-index.htm,https://www.sec.gov/Archives/edgar/data/1437491/000121390017002333/0001213900-17-002333-index.htm,,,,,,,,,,,,,,
948708,https://www.sec.gov/Archives/edgar/data/948708/000119312516498016/0001193125-16-498016-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000119312515069548/0001193125-15-069548-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000119312514088577/0001193125-14-088577-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000119312513067128/0001193125-13-067128-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000119312512081316/0001193125-12-081316-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000095012311018452/0000950123-11-018452-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000095012310019966/0000950123-10-019966-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000095013409004947/0000950134-09-004947-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000089256908000334/0000892569-08-000334-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000156459021011475/0001564590-21-011475-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000156459020010806/0001564590-20-010806-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000156459019009576/0001564590-19-009576-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000156459018007263/0001564590-18-007263-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000156459017004015/0001564590-17-004015-index.htm,https://www.sec.gov/Archives/edgar/data/948708/000156459022009851/0001564590-22-009851-index.htm,,https://www.sec.gov/Archives/edgar/data/948708/000095013707004908/0000950137-07-004908-index.htm,,,,,,,,,,,
823546,,https://www.sec.gov/Archives/edgar/data/823546/000107878215001042/0001078782-15-001042-index.htm,,https://www.sec.gov/Archives/edgar/data/823546/000107878213000443/0001078782-13-000443-index.htm,https://www.sec.gov/Archives/edgar/data/823546/000107878212000533/0001078782-12-000533-index.htm,https://www.sec.gov/Archives/edgar/data/823546/000107878211000604/0001078782-11-000604-index.htm,https://www.sec.gov/Archives/edgar/data/823546/000107878210000469/0001078782-10-000469-index.htm,https://www.sec.gov/Archives/edgar/data/823546/000107878209000326/0001078782-09-000326-index.htm,,https://www.sec.gov/Archives/edgar/data/823546/000149315221017524/0001493152-21-017524-index.htm,https://www.sec.gov/Archives/edgar/data/823546/000149315220011893/0001493152-20-011893-index.htm,https://www.sec.gov/Archives/edgar/data/823546/000155624419000072/0001556244-19-000072-index.htm,https://www.sec.gov/Archives/edgar/data/823546/000155624418000053/0001556244-18-000053-index.htm,,,,,,,,,,,,,,,
1404655,https://www.sec.gov/Archives/edgar/data/1404655/000156459016013204/0001564590-16-013204-index.htm,https://www.sec.gov/Archives/edgar/data/1404655/000119312515079000/0001193125-15-079000-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/1404655/000156459021006083/0001564590-21-006083-index.htm,https://www.sec.gov/Archives/edgar/data/1404655/000156459020004381/0001564590-20-004381-index.htm,https://www.sec.gov/Archives/edgar/data/1404655/000156459019002699/0001564590-19-002699-index.htm,https://www.sec.gov/Archives/edgar/data/1404655/000156459018001962/0001564590-18-001962-index.htm,https://www.sec.gov/Archives/edgar/data/1404655/000156459017001694/0001564590-17-001694-index.htm,https://www.sec.gov/Archives/edgar/data/1404655/000095017022001221/0000950170-22-001221-index.htm,,,,,,,,,,,,,
1800347,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1800347/000110465921061271/0001104659-21-061271-index.htm,,,,,,,,,,,,,,,,,,
1624512,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1624512/000149315221007447/0001493152-21-007447-index.htm,https://www.sec.gov/Archives/edgar/data/1624512/000149315220008414/0001493152-20-008414-index.htm,https://www.sec.gov/Archives/edgar/data/1624512/000149315219004118/0001493152-19-004118-index.htm,https://www.sec.gov/Archives/edgar/data/1624512/000149315218004493/0001493152-18-004493-index.htm,,,,,,,,,,,,,,,
935036,https://www.sec.gov/Archives/edgar/data/935036/000119312516481404/0001193125-16-481404-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000119312515065399/0001193125-15-065399-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000119312514076222/0001193125-14-076222-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000119312513087445/0001193125-13-087445-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000119312512072292/0001193125-12-072292-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000095012311015619/0000950123-11-015619-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000095012310018148/0000950123-10-018148-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000095012309003964/0000950123-09-003964-index.htm,,https://www.sec.gov/Archives/edgar/data/935036/000093503621000014/0000935036-21-000014-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000093503620000009/0000935036-20-000009-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000119312519058622/0001193125-19-058622-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000119312518060188/0001193125-18-060188-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000119312517065734/0001193125-17-065734-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000093503622000010/0000935036-22-000010-index.htm,,,,,,,,,,,,,
750004,https://www.sec.gov/Archives/edgar/data/750004/000075000416000023/0000750004-16-000023-index.htm,https://www.sec.gov/Archives/edgar/data/750004/000075000415000005/0000750004-15-000005-index.htm,https://www.sec.gov/Archives/edgar/data/750004/000144530514001061/0001445305-14-001061-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/750004/000075000421000008/0000750004-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/750004/000075000420000007/0000750004-20-000007-index.htm,https://www.sec.gov/Archives/edgar/data/750004/000075000419000007/0000750004-19-000007-index.htm,https://www.sec.gov/Archives/edgar/data/750004/000075000418000011/0000750004-18-000011-index.htm,https://www.sec.gov/Archives/edgar/data/750004/000075000417000018/0000750004-17-000018-index.htm,https://www.sec.gov/Archives/edgar/data/750004/000075000422000007/0000750004-22-000007-index.htm,,,,,,,,,,,,,
0001384905,https://www.sec.gov/Archives/edgar/data/0001384905/000156459016013637/0001564590-16-013637-index.htm,https://www.sec.gov/Archives/edgar/data/0001384905/000156459015001097/0001564590-15-001097-index.htm,https://www.sec.gov/Archives/edgar/data/0001384905/000156459014000347/0001564590-14-000347-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/0001384905/000138490521000007/0001384905-21-000007-index.htm,https://www.sec.gov/Archives/edgar/data/0001384905/000138490520000008/0001384905-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/0001384905/000156459019004630/0001564590-19-004630-index.htm,https://www.sec.gov/Archives/edgar/data/0001384905/000156459018003245/0001564590-18-003245-index.htm,https://www.sec.gov/Archives/edgar/data/0001384905/000156459017002718/0001564590-17-002718-index.htm,https://www.sec.gov/Archives/edgar/data/0001384905/000138490522000011/0001384905-22-000011-index.htm,,,,,,,,,,,,,
0001614178,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001614178/000161417821000065/0001614178-21-000065-index.htm,https://www.sec.gov/Archives/edgar/data/0001614178/000161417820000078/0001614178-20-000078-index.htm,https://www.sec.gov/Archives/edgar/data/0001614178/000161417819000075/0001614178-19-000075-index.htm,https://www.sec.gov/Archives/edgar/data/0001614178/000161417818000095/0001614178-18-000095-index.htm,,https://www.sec.gov/Archives/edgar/data/0001614178/000161417822000014/0001614178-22-000014-index.htm,,,,,,,,,,,,,
1463172,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1463172/000146317221000054/0001463172-21-000054-index.htm,https://www.sec.gov/Archives/edgar/data/1463172/000146317220000061/0001463172-20-000061-index.htm,https://www.sec.gov/Archives/edgar/data/1463172/000146317219000065/0001463172-19-000065-index.htm,https://www.sec.gov/Archives/edgar/data/1463172/000162828018002076/0001628280-18-002076-index.htm,,https://www.sec.gov/Archives/edgar/data/1463172/000146317222000027/0001463172-22-000027-index.htm,,,,,,,,,,,,,
746210,https://www.sec.gov/Archives/edgar/data/746210/000074621016000121/0000746210-16-000121-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000074621015000055/0000746210-15-000055-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000074621014000016/0000746210-14-000016-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000074621013000002/0000746210-13-000002-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000141588912000332/0001415889-12-000332-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000141588911000137/0001415889-11-000137-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000141588910000061/0001415889-10-000061-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000135448809000387/0001354488-09-000387-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000111650208000528/0001116502-08-000528-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000074621021000024/0000746210-21-000024-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000074621020000022/0000746210-20-000022-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000074621019000009/0000746210-19-000009-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000074621018000012/0000746210-18-000012-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000074621017000004/0000746210-17-000004-index.htm,,,https://www.sec.gov/Archives/edgar/data/746210/000114420407030490/0001144204-07-030490-index.htm,,https://www.sec.gov/Archives/edgar/data/746210/000116923205001941/0001169232-05-001941-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000095013604000945/0000950136-04-000945-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000112528203002649/0001125282-03-002649-index.htm,https://www.sec.gov/Archives/edgar/data/746210/000089155402001843/0000891554-02-001843-index.htm,,,,,,
1261333,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1261333/000126133321000059/0001261333-21-000059-index.htm,https://www.sec.gov/Archives/edgar/data/1261333/000126133320000033/0001261333-20-000033-index.htm,https://www.sec.gov/Archives/edgar/data/1261333/000126133319000012/0001261333-19-000012-index.htm,,,,,,,,,,,,,,,,
1689923,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1689923/000168992321000024/0001689923-21-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1689923/000168992320000006/0001689923-20-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1689923/000168992319000006/0001689923-19-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1689923/000119312518073878/0001193125-18-073878-index.htm,,https://www.sec.gov/Archives/edgar/data/1689923/000168992322000023/0001689923-22-000023-index.htm,,,,,,,,,,,,,
1517375,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1517375/000151737521000009/0001517375-21-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1517375/000151737520000012/0001517375-20-000012-index.htm,,,,https://www.sec.gov/Archives/edgar/data/1517375/000151737522000009/0001517375-22-000009-index.htm,,,,,,,,,,,,,
1169652,https://www.sec.gov/Archives/edgar/data/1169652/000116965216000122/0001169652-16-000122-index.htm,https://www.sec.gov/Archives/edgar/data/1169652/000116965215000024/0001169652-15-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1169652/000116965214000014/0001169652-14-000014-index.htm,,,,,,,https://www.sec.gov/Archives/edgar/data/1169652/000116965221000007/0001169652-21-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1169652/000116965220000008/0001169652-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1169652/000116965219000008/0001169652-19-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1169652/000116965218000011/0001169652-18-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1169652/000116965217000014/0001169652-17-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1169652/000116965222000007/0001169652-22-000007-index.htm,,,,,,,,,,,,,
0001505155,https://www.sec.gov/Archives/edgar/data/0001505155/000162828016013941/0001628280-16-013941-index.htm,https://www.sec.gov/Archives/edgar/data/0001505155/000162828015002099/0001628280-15-002099-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001505155/000150515521000011/0001505155-21-000011-index.htm,https://www.sec.gov/Archives/edgar/data/0001505155/000150515520000015/0001505155-20-000015-index.htm,https://www.sec.gov/Archives/edgar/data/0001505155/000150515519000017/0001505155-19-000017-index.htm,https://www.sec.gov/Archives/edgar/data/0001505155/000162828018002967/0001628280-18-002967-index.htm,https://www.sec.gov/Archives/edgar/data/0001505155/000162828017003190/0001628280-17-003190-index.htm,https://www.sec.gov/Archives/edgar/data/0001505155/000150515522000017/0001505155-22-000017-index.htm,,,,,,,,,,,,,
789019,https://www.sec.gov/Archives/edgar/data/789019/000119312516662209/0001193125-16-662209-index.htm,,,,,,,,,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/0001564590-21-039151-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/0001564590-20-034944-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459019027952/0001564590-19-027952-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459018019062/0001564590-18-019062-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459017014900/0001564590-17-014900-index.htm,,,,,,,,,,,,,,
1679826,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1679826/000155837021001638/0001558370-21-001638-index.htm,https://www.sec.gov/Archives/edgar/data/1679826/000155837020002034/0001558370-20-002034-index.htm,,,,https://www.sec.gov/Archives/edgar/data/1679826/000155837022001977/0001558370-22-001977-index.htm,,,,,,,,,,,,,
1660134,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1660134/000166013421000007/0001660134-21-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1660134/000166013420000006/0001660134-20-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1660134/000166013419000006/0001660134-19-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1660134/000166013418000007/0001660134-18-000007-index.htm,,https://www.sec.gov/Archives/edgar/data/1660134/000166013422000010/0001660134-22-000010-index.htm,,,,,,,,,,,,,
1437352,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1437352/000156459021009422/0001564590-21-009422-index.htm,https://www.sec.gov/Archives/edgar/data/1437352/000156459020007797/0001564590-20-007797-index.htm,https://www.sec.gov/Archives/edgar/data/1437352/000156459019005821/0001564590-19-005821-index.htm,https://www.sec.gov/Archives/edgar/data/1437352/000156459018005318/0001564590-18-005318-index.htm,https://www.sec.gov/Archives/edgar/data/1437352/000156459017005159/0001564590-17-005159-index.htm,https://www.sec.gov/Archives/edgar/data/1437352/000156459022007193/0001564590-22-007193-index.htm,,,,,,,,,,,,,
1517413,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1517413/000151741321000030/0001517413-21-000030-index.htm,https://www.sec.gov/Archives/edgar/data/1517413/000151741320000043/0001517413-20-000043-index.htm,,,,https://www.sec.gov/Archives/edgar/data/1517413/000151741322000038/0001517413-22-000038-index.htm,,,,,,,,,,,,,
1626450,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1626450/000156459021009501/0001564590-21-009501-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1626450/000156459022008093/0001564590-22-008093-index.htm,,,,,,,,,,,,,
1348036,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1348036/000156459021008919/0001564590-21-008919-index.htm,https://www.sec.gov/Archives/edgar/data/1348036/000156459020007791/0001564590-20-007791-index.htm,https://www.sec.gov/Archives/edgar/data/1348036/000156459019005454/0001564590-19-005454-index.htm,,,https://www.sec.gov/Archives/edgar/data/1348036/000156459022006696/0001564590-22-006696-index.htm,,,,,,,,,,,,,
1353499,https://www.sec.gov/Archives/edgar/data/1353499/000135349916000040/0001353499-16-000040-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000135349915000009/0001353499-15-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000121390014001969/0001213900-14-001969-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000121390013001542/0001213900-13-001542-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000121390012001538/0001213900-12-001538-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000121390011001632/0001213900-11-001632-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000121390010001244/0001213900-10-001244-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000121390009000692/0001213900-09-000692-index.htm,,https://www.sec.gov/Archives/edgar/data/1353499/000134467621000004/0001344676-21-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000134467620000004/0001344676-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000135349919000004/0001353499-19-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000135349918000014/0001353499-18-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1353499/000135349917000005/0001353499-17-000005-index.htm,,,,,,,,,,,,,,
1054721,https://www.sec.gov/Archives/edgar/data/1054721/000156459016012659/0001564590-16-012659-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000156459015000770/0001564590-15-000770-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000119312514067295/0001193125-14-067295-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000119312513071602/0001193125-13-071602-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000119312512075505/0001193125-12-075505-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000119312511070073/0001193125-11-070073-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000119312510067132/0001193125-10-067132-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000119312509063695/0001193125-09-063695-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000095013408002913/0000950134-08-002913-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000143774921006492/0001437749-21-006492-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000156459020006135/0001564590-20-006135-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000156459019005908/0001564590-19-005908-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000156459018002910/0001564590-18-002910-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000156459017001887/0001564590-17-001887-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000143774922005867/0001437749-22-005867-index.htm,,https://www.sec.gov/Archives/edgar/data/1054721/000089102007000053/0000891020-07-000053-index.htm,https://www.sec.gov/Archives/edgar/data/1054721/000095012406001111/0000950124-06-001111-index.htm,,,,,,,,,,
877890,https://www.sec.gov/Archives/edgar/data/877890/000087789016000184/0000877890-16-000184-index.htm,,,,,,,,,https://www.sec.gov/Archives/edgar/data/877890/000087789021000051/0000877890-21-000051-index.htm,https://www.sec.gov/Archives/edgar/data/877890/000087789020000051/0000877890-20-000051-index.htm,https://www.sec.gov/Archives/edgar/data/877890/000087789019000035/0000877890-19-000035-index.htm,https://www.sec.gov/Archives/edgar/data/877890/000087789018000025/0000877890-18-000025-index.htm,https://www.sec.gov/Archives/edgar/data/877890/000087789017000030/0000877890-17-000030-index.htm,https://www.sec.gov/Archives/edgar/data/877890/000087789022000019/0000877890-22-000019-index.htm,,,,,,,,,,,,,
8670,https://www.sec.gov/Archives/edgar/data/8670/000000867016000053/0000008670-16-000053-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867015000021/0000008670-15-000021-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/8670/000000867021000027/0000008670-21-000027-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867020000032/0000008670-20-000032-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867019000021/0000008670-19-000021-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867018000011/0000008670-18-000011-index.htm,https://www.sec.gov/Archives/edgar/data/8670/000000867017000010/0000008670-17-000010-index.htm,,,,,,,,,,,,,,
1064722,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1064722/000176031921000039/0001760319-21-000039-index.htm,https://www.sec.gov/Archives/edgar/data/1064722/000176031920000024/0001760319-20-000024-index.htm,,,,,,,,,,,,,,,,,
1169561,https://www.sec.gov/Archives/edgar/data/1169561/000116956116000029/0001169561-16-000029-index.htm,https://www.sec.gov/Archives/edgar/data/1169561/000162828015003946/0001628280-15-003946-index.htm,https://www.sec.gov/Archives/edgar/data/1169561/000144530514001788/0001445305-14-001788-index.htm,https://www.sec.gov/Archives/edgar/data/1169561/000119312513219425/0001193125-13-219425-index.htm,https://www.sec.gov/Archives/edgar/data/1169561/000119312512234191/0001193125-12-234191-index.htm,,,,,https://www.sec.gov/Archives/edgar/data/1169561/000116956121000018/0001169561-21-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1169561/000116956120000018/0001169561-20-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1169561/000116956119000022/0001169561-19-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1169561/000116956118000018/0001169561-18-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1169561/000116956117000014/0001169561-17-000014-index.htm,,,,,,,,,,,,,,
1212458,https://www.sec.gov/Archives/edgar/data/1212458/000162828016011705/0001628280-16-011705-index.htm,https://www.sec.gov/Archives/edgar/data/1212458/000121245815000002/0001212458-15-000002-index.htm,https://www.sec.gov/Archives/edgar/data/1212458/000121245814000004/0001212458-14-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1212458/000121245813000003/0001212458-13-000003-index.htm,,,,,,https://www.sec.gov/Archives/edgar/data/1212458/000156459021006943/0001564590-21-006943-index.htm,https://www.sec.gov/Archives/edgar/data/1212458/000156459020005557/0001564590-20-005557-index.htm,https://www.sec.gov/Archives/edgar/data/1212458/000156459019003699/0001564590-19-003699-index.htm,https://www.sec.gov/Archives/edgar/data/1212458/000121245818000001/0001212458-18-000001-index.htm,https://www.sec.gov/Archives/edgar/data/1212458/000162828017001642/0001628280-17-001642-index.htm,,,,,,,,,,,,,,
0001758488,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/0001758488/000156459021011948/0001564590-21-011948-index.htm,https://www.sec.gov/Archives/edgar/data/0001758488/000156459020014267/0001564590-20-014267-index.htm,https://www.sec.gov/Archives/edgar/data/0001758488/000119312519137441/0001193125-19-137441-index.htm,,,https://www.sec.gov/Archives/edgar/data/0001758488/000156459022008795/0001564590-22-008795-index.htm,,,,,,,,,,,,,
1351636,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1351636/000156459021016134/0001564590-21-016134-index.htm,https://www.sec.gov/Archives/edgar/data/1351636/000156459020010636/0001564590-20-010636-index.htm,https://www.sec.gov/Archives/edgar/data/1351636/000156459019006063/0001564590-19-006063-index.htm,https://www.sec.gov/Archives/edgar/data/1351636/000156459018006972/0001564590-18-006972-index.htm,,,,,,,,,,,,,,,
1433195,https://www.sec.gov/Archives/edgar/data/1433195/000143319516000016/0001433195-16-000016-index.htm,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1433195/000143319521000024/0001433195-21-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1433195/000143319520000019/0001433195-20-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1433195/000143319519000016/0001433195-19-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1433195/000143319518000011/0001433195-18-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1433195/000143319517000010/0001433195-17-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1433195/000143319522000023/0001433195-22-000023-index.htm,,,,,,,,,,,,,
1118417,https://www.sec.gov/Archives/edgar/data/1118417/000156459016029481/0001564590-16-029481-index.htm,https://www.sec.gov/Archives/edgar/data/1118417/000156459015010979/0001564590-15-010979-index.htm,https://www.sec.gov/Archives/edgar/data/1118417/000119312514417399/0001193125-14-417399-index.htm,https://www.sec.gov/Archives/edgar/data/1118417/000119312513465490/0001193125-13-465490-index.htm,,,,,,https://www.sec.gov/Archives/edgar/data/1118417/000111841721000166/0001118417-21-000166-index.htm,https://www.sec.gov/Archives/edgar/data/1118417/000111841720000129/0001118417-20-000129-index.htm,https://www.sec.gov/Archives/edgar/data/1118417/000111841719000095/0001118417-19-000095-index.htm,https://www.sec.gov/Archives/edgar/data/1118417/000111841718000009/0001118417-18-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1118417/000156459017023880/0001564590-17-023880-index.htm,,,,,,,,,,,,,,
1373715,https://www.sec.gov/Archives/edgar/data/1373715/000137371516000324/0001373715-16-000324-index.htm,https://www.sec.gov/Archives/edgar/data/1373715/000137371515000067/0001373715-15-000067-index.htm,,,,,,,,https://www.sec.gov/Archives/edgar/data/1373715/000137371521000061/0001373715-21-000061-index.htm,https://www.sec.gov/Archives/edgar/data/1373715/000137371520000072/0001373715-20-000072-index.htm,https://www.sec.gov/Archives/edgar/data/1373715/000137371519000070/0001373715-19-000070-index.htm,https://www.sec.gov/Archives/edgar/data/1373715/000137371518000058/0001373715-18-000058-index.htm,https://www.sec.gov/Archives/edgar/data/1373715/000137371517000026/0001373715-17-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1373715/000137371522000024/0001373715-22-000024-index.htm,,,,,,,,,,,,,
1447669,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1447669/000144766921000070/0001447669-21-000070-index.htm,https://www.sec.gov/Archives/edgar/data/1447669/000144766920000045/0001447669-20-000045-index.htm,https://www.sec.gov/Archives/edgar/data/1447669/000104746919000807/0001047469-19-000807-index.htm,https://www.sec.gov/Archives/edgar/data/1447669/000104746918001207/0001047469-18-001207-index.htm,https://www.sec.gov/Archives/edgar/data/1447669/000104746917000800/0001047469-17-000800-index.htm,https://www.sec.gov/Archives/edgar/data/1447669/000144766922000049/0001447669-22-000049-index.htm,,,,,,,,,,,,,
1764925,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1764925/000176492521000050/0001764925-21-000050-index.htm,https://www.sec.gov/Archives/edgar/data/1764925/000176492520000251/0001764925-20-000251-index.htm,,,,,,,,,,,,,,,,,
